s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,margin,label,gold_db,qwen_top1,ce_predicted,qwen_correct
0.95,0.9,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1,0.1,0.05,0.05,0.05,0.05,1,restaurants,restaurant,yelp,0
0.95,0.9,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1,0.05,0.05,0.05,0.05,0.05,1,restaurants,restaurant,yelp,0
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,behavior_monitoring,behavior_monitoring,behavior_monitoring,1
0.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,restaurants,yelp,yelp,0
0.85,0.75,0.65,0.2,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.01,0.01,0.0,0.1,1,behavior_monitoring,address_1,behavior_monitoring,0
0.95,0.9,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,1,restaurants,restaurant,yelp,0
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,behavior_monitoring,behavior_monitoring,behavior_monitoring,1
0.95,0.75,0.6,0.2,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,behavior_monitoring,student_1,behavior_monitoring,0
0.95,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,1,restaurants,restaurant,yelp,0
0.9,0.85,0.6,0.5,0.4,0.3,0.2,0.2,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.05,1,restaurants,restaurant,restaurants,0
0.85,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,restaurants,yelp,yelp,0
0.95,0.2,0.15,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,behavior_monitoring,student_1,behavior_monitoring,0
0.95,0.85,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.1,1,restaurants,restaurant,restaurants,0
0.95,0.85,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,behavior_monitoring,behavior_monitoring,behavior_monitoring,1
0.95,0.9,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,behavior_monitoring,behavior_monitoring,behavior_monitoring,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,hospital_1,hospital_1,hospital_1,1
0.3,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,superhero,superhero,body_builder,1
0.95,0.95,0.95,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,superhero,superhero,body_builder,1
0.98,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,hospital_1,medicine_enzyme_interaction,medicine_enzyme_interaction,0
0.7,0.7,0.7,0.7,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,superhero,superhero,body_builder,1
0.9,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,hospital_1,medicine_enzyme_interaction,medicine_enzyme_interaction,0
0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.9,0,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,synthea,hospital_1,0
0.95,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,synthea,hospital_1,0
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,superhero,superhero,superhero,1
0.7,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.6,0,superhero,superhero,superhero,1
0.95,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.85,0,hospital_1,hospital_1,hospital_1,1
0.95,0.2,0.1,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.75,0,hospital_1,hospital_1,hospital_1,1
0.9,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0,superhero,superhero,superhero,1
0.95,0.05,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.9,0,hospital_1,hospital_1,hospital_1,1
0.95,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.9,0,hospital_1,hospital_1,hospital_1,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.9,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.3,0.1,0.05,0.05,0.05,0.05,0.05,0.1,1,superhero,superhero,book_press,1
0.7,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,1,superhero,superhero,superhero,1
0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,superhero,superhero,superhero,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,hospital_1,synthea,hospital_1,0
0.95,0.85,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,superhero,superhero,superhero,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,hospital_1,synthea,hospital_1,0
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,menu,hospital_1,0
0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1,superhero,superhero,vehicle_rent,1
0.8,0.7,0.6,0.6,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,superhero,superhero,superhero,1
0.95,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0,hospital_1,menu,hospital_1,0
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,codebase_community,hospital_1,0
0.95,0.7,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.25,0,superhero,superhero,superhero,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,hospital_1,hospital_1,hospital_1,1
0.9,0.85,0.8,0.8,0.75,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,1,superhero,superhero,soccer_1,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,hospital_1,hospital_1,hospital_1,1
0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0,hospital_1,hospital_1,hospital_1,1
0.95,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.85,0,superhero,superhero,superhero,1
0.8,0.2,0.1,0.1,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6,0,superhero,superhero,superhero,1
0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.2,0.2,0.1,0.1,0.05,0.05,0.05,0.0,1,superhero,superhero,superhero,1
0.95,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,hospital_1,hospital_1,hospital_1,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0,superhero,superhero,superhero,1
0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,hospital_1,menu,hospital_1,0
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,superhero,superhero,superhero,1
0.7,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.4,0,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.95,0.6,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.35,0,superhero,superhero,superhero,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,hospital_1,hospital_1,hospital_1,1
0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,superhero,superhero,superhero,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,hospital_1,hospital_1,hospital_1,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.7,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.85,0.75,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.7,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,superhero,superhero,superhero,1
0.95,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.7,0.2,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.5,0,superhero,superhero,superhero,1
0.85,0.75,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,1,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.95,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,hospital_1,hospital_1,hospital_1,1
0.85,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.65,0,superhero,superhero,superhero,1
0.85,0.15,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.7,0,superhero,superhero,superhero,1
0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,hospital_1,synthea,hospital_1,0
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,synthea,hospital_1,0
0.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,hospital_1,synthea,hospital_1,0
0.7,0.3,0.3,0.3,0.2,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.4,0,superhero,superhero,superhero,1
0.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,superhero,superhero,superhero,1
0.7,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,superhero,superhero,superhero,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,synthea,hospital_1,0
0.8,0.7,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,hospital_1,synthea,driving_school,0
0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,superhero,superhero,superhero,1
0.95,0.7,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,hospital_1,apartment_rentals,hospital_1,0
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.85,0.75,0.75,0.7,0.3,0.25,0.25,0.2,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.1,1,superhero,superhero,superhero,1
0.7,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,superhero,superhero,imdb,1
0.7,0.7,0.6,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,1,superhero,superhero,body_builder,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hospital_1,hospital_1,hospital_1,1
0.95,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0,superhero,superhero,superhero,1
0.95,0.85,0.65,0.6,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,hr_1,human_resources,hr_1,0
0.85,0.6,0.2,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.25,0,superhero,superhero,superhero,1
0.95,0.7,0.6,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0,hr_1,human_resources,hr_1,0
0.98,0.95,0.9,0.88,0.85,0.8,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,hr_1,human_resources,hr_1,0
0.9,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.75,0,superhero,superhero,superhero,1
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,superhero,superhero,superhero,1
0.95,0.3,0.2,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.65,0,superhero,superhero,superhero,1
0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,superhero,superhero,superhero,1
0.9,0.85,0.75,0.6,0.3,0.25,0.2,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.05,1,hr_1,company_1,hr_1,0
0.95,0.9,0.25,0.2,0.15,0.1,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,hr_1,human_resources,company_1,0
0.95,0.85,0.75,0.65,0.4,0.35,0.3,0.2,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1,hr_1,company_1,hr_1,0
0.95,0.85,0.75,0.6,0.5,0.3,0.2,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.1,1,hr_1,company_1,hr_1,0
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,superhero,superhero,superhero,1
0.85,0.7,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.15,1,hr_1,company_1,hr_1,0
0.98,0.95,0.7,0.6,0.1,0.05,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,hr_1,human_resources,hr_1,0
0.9,0.85,0.8,0.75,0.7,0.6,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,hr_1,company_1,hr_1,0
0.8,0.25,0.2,0.15,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0,superhero,superhero,superhero,1
0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,superhero,superhero,superhero,1
0.95,0.9,0.85,0.75,0.7,0.7,0.6,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,1,hr_1,human_resources,hr_1,0
0.85,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1,0.05,0.05,0.05,0.05,0.1,1,superhero,superhero,body_builder,1
0.7,0.7,0.7,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,superhero,superhero,superhero,1
0.9,0.85,0.75,0.7,0.6,0.3,0.2,0.15,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.05,1,hr_1,company_1,hr_1,0
0.95,0.95,0.85,0.85,0.85,0.8,0.8,0.75,0.7,0.65,0.65,0.6,0.3,0.0,0.0,0.0,1,hr_1,company_1,company_1,0
0.95,0.9,0.85,0.85,0.8,0.8,0.75,0.7,0.7,0.65,0.6,0.6,0.2,0.0,0.0,0.05,1,hr_1,department_management,department_management,0
0.85,0.85,0.75,0.75,0.7,0.7,0.7,0.6,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,swimming,swimming,swimming,1
0.85,0.85,0.85,0.8,0.7,0.2,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,1,superhero,superhero,body_builder,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,swimming,swimming,swimming,1
0.9,0.85,0.8,0.7,0.65,0.6,0.5,0.4,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.05,1,hr_1,human_resources,chinook_1,0
0.9,0.85,0.75,0.75,0.7,0.7,0.65,0.6,0.5,0.5,0.4,0.0,0.0,0.0,0.0,0.05,1,hr_1,department_management,hr_1,0
0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.9,0,swimming,swimming,swimming,1
0.98,0.97,0.96,0.95,0.89,0.88,0.85,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.01,1,hr_1,company_1,department_management,0
0.9,0.85,0.8,0.75,0.2,0.15,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,1,swimming,game_injury,swimming,0
0.95,0.85,0.75,0.65,0.3,0.25,0.2,0.15,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1,hr_1,hr_1,hr_1,1
1.0,0.95,0.7,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.05,1,swimming,game_injury,concert_singer,0
0.95,0.85,0.25,0.2,0.15,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,hr_1,department_management,department_management,0
0.95,0.85,0.75,0.7,0.65,0.6,0.5,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.1,1,hr_1,hr_1,hr_1,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,swimming,swimming,swimming,1
0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,superhero,superhero,body_builder,1
0.9,0.85,0.75,0.7,0.3,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.05,1,swimming,game_injury,concert_singer,0
0.85,0.75,0.6,0.5,0.5,0.4,0.4,0.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.1,1,hr_1,department_management,hr_1,0
0.95,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0,swimming,swimming,swimming,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,swimming,swimming,swimming,1
0.85,0.8,0.75,0.7,0.7,0.65,0.6,0.5,0.45,0.4,0.3,0.0,0.0,0.0,0.0,0.05,1,hr_1,department_management,hr_1,0
0.95,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,swimming,swimming,swimming,1
0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.94,0,swimming,swimming,swimming,1
0.95,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,hr_1,hr_1,hr_1,1
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0,hr_1,human_resources,hr_1,0
0.95,0.6,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.35,0,swimming,swimming,swimming,1
0.95,0.85,0.7,0.6,0.6,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1,hr_1,company_1,hr_1,0
0.85,0.75,0.6,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.1,1,swimming,swimming,swimming,1
0.95,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.85,0,swimming,swimming,swimming,1
0.95,0.85,0.75,0.1,0.1,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,hr_1,human_resources,hr_1,0
0.95,0.9,0.85,0.85,0.7,0.6,0.5,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.05,1,hr_1,company_1,hr_1,0
0.95,0.7,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.25,0,theme_gallery,theme_gallery,theme_gallery,1
0.95,0.9,0.6,0.6,0.5,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,hr_1,human_resources,hr_1,0
0.98,0.95,0.7,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.03,1,swimming,game_injury,swimming,0
0.95,0.05,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.9,0,theme_gallery,theme_gallery,theme_gallery,1
0.95,0.7,0.6,0.6,0.5,0.4,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0,hr_1,company_1,hr_1,0
0.9,0.85,0.5,0.4,0.3,0.3,0.2,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.05,1,hr_1,company_1,company_1,0
0.95,0.85,0.7,0.6,0.5,0.5,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1,hr_1,company_1,hr_1,0
0.95,0.1,0.05,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.85,0,theme_gallery,theme_gallery,theme_gallery,1
0.85,0.7,0.2,0.15,0.1,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1,hr_1,department_management,hr_1,0
0.95,0.85,0.1,0.08,0.05,0.05,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.1,1,theme_gallery,theme_gallery,theme_gallery,1
